"location","latitude","longitude","Start","End","DOY","Year","Month","Day","Date","DL","PP","Rad","SWE","Tmax","Tmin","VPD","Tmean","ET0_HS","EPE_i","ETE_i","DT","TT"
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,180,2023,6,29,2023-06-29,15.2217694444444,0,27.5356329413,0,25.13,9.78,1.20421,17.455,5.65402931641768,0,0,15.35,12.455
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,181,2023,6,30,2023-06-30,15.2123527777778,0,23.2343740422,0,27.07,15.38,1.74675,21.225,5.45590283341484,0,0,11.69,16.225
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,182,2023,7,1,2023-07-01,15.2018166666667,0,21.9623077674,0,27.63,16.86,1.91495,22.245,5.36730571623047,0,0,10.77,17.245
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,183,2023,7,2,2023-07-02,15.190175,2.6,9.0207765648,0,23.3,18.23,2.09232,20.765,3.54186165954467,0,0,5.07,15.765
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,184,2023,7,3,2023-07-03,15.1774333333333,0,20.000518098,0,26.31,17.13,1.95225,21.72,4.87704743568594,0,0,9.18,16.72
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,185,2023,7,4,2023-07-04,15.1636027777778,0,26.4712833324,0,30.15,15.54,1.63221,22.845,6.31808761962716,0,1,14.61,17.845
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,186,2023,7,5,2023-07-05,15.1486916666667,0,25.5574183056,0,30.44,16.75,1.72924,23.595,6.2185331549715,0,1,13.69,18.595
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,187,2023,7,6,2023-07-06,15.1327166666667,21.47,16.5917526768,0,28.12,17.33,1.97759,22.725,5.39519563380188,0,0,10.79,17.725
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,188,2023,7,7,2023-07-07,15.1156833333333,0,22.479439626,0,23.99,13.61,1.55798,18.8,4.77022029584835,0,0,10.38,13.8
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,189,2023,7,8,2023-07-08,15.0976083333333,4.77,19.196910948,0,23.04,10.33,1.25454,16.685,4.96360203283477,0,0,12.71,11.685
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,190,2023,7,9,2023-07-09,15.0785055555556,0,21.6468232036,0,23.58,13.69,1.56618,18.635,4.61632237026664,0,0,9.89,13.635
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,191,2023,7,10,2023-07-10,15.0583861111111,0,27.5084188136,0,26.58,11.42,1.27539,19,5.75985843628189,0,0,15.16,14
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,192,2023,7,11,2023-07-11,15.0372694444444,6.13,19.0314088052,0,27.17,13.78,1.57496,20.475,5.61700627395825,0,0,13.39,15.475
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,193,2023,7,12,2023-07-12,15.0151666666667,24.98,18.521268144,0,23.83,11.36,1.34355,17.595,5.00045328353609,0,0,12.47,12.595
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,194,2023,7,13,2023-07-13,14.9920916666667,0,18.5543325834,0,21.36,13.11,1.50776,17.235,4.01557594122514,0,0,8.25,12.235
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,195,2023,7,14,2023-07-14,14.9680666666667,0,25.7457332616,0,25.26,11.41,1.34816,18.335,5.35187355085723,0,0,13.85,13.335
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,196,2023,7,15,2023-07-15,14.9431055555556,8.42,14.460144384,0,23.8,14.86,1.68889,19.33,4.40585619707538,0,0,8.94,14.33
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,197,2023,7,16,2023-07-16,14.9172222222222,0,17.66205078,0,25.61,17.36,1.98083,21.485,4.46502135834,0,0,8.25,16.485
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,198,2023,7,17,2023-07-17,14.8904361111111,0,22.6676513302,0,24.85,13.65,1.56185,19.25,4.89158548696322,0,0,11.2,14.25
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,199,2023,7,18,2023-07-18,14.8627666666667,0,22.2884426976,0,24.06,13.34,1.53079,18.7,4.69974875245519,0,0,10.72,13.7
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,200,2023,7,19,2023-07-19,14.8342277777778,0,25.8962894424,0,24.77,10.84,1.29793,17.805,5.20897373680408,0,0,13.93,12.805
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,201,2023,7,20,2023-07-20,14.8048416666667,6.87,18.9232525215,0,27.52,13.55,1.55184,20.535,5.59744369201011,0,0,13.97,15.535
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,202,2023,7,21,2023-07-21,14.774625,0,21.511617606,0,24.9,14.48,1.64862,19.69,4.71112849217689,0,0,10.42,14.69
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,203,2023,7,22,2023-07-22,14.7435944444444,0,24.4785539586,0,25.66,12.76,1.45368,19.21,5.15606351179745,0,0,12.9,14.21
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,204,2023,7,23,2023-07-23,14.7117722222222,12.35,18.8090596332,0,26.25,12.33,1.43288,19.29,5.34759441975192,0,0,13.92,14.29
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,205,2023,7,24,2023-07-24,14.6791722222222,16.36,17.1471520896,0,25.9,13.86,1.58345,19.88,5.03306814429271,0,0,12.04,14.88
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,206,2023,7,25,2023-07-25,14.6458166666667,4.11,17.0001024042,0,27.24,15.06,1.71128,21.15,5.21213147702875,0,0,12.18,16.15
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,207,2023,7,26,2023-07-26,14.6117222222222,17.4,15.950565106,0,27.99,16.61,1.889,22.3,5.16564099341798,0,0,11.38,17.3
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,208,2023,7,27,2023-07-27,14.5769111111111,0,18.0830080792,0,27.89,18.56,2.13674,23.225,4.76509349436542,0,0,9.33,18.225
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,209,2023,7,28,2023-07-28,14.5414,0,22.0316169744,0,29.06,16.68,1.89725,22.87,5.4179951733495,0,0,12.38,17.87
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,210,2023,7,29,2023-07-29,14.5052055555556,14.38,11.9199717798,0,23.33,15.8,1.79382,19.565,3.86489303312929,0,0,7.53,14.565
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,211,2023,7,30,2023-07-30,14.4683472222222,0,22.5485719055,0,23.37,11.56,1.36144,17.465,4.54740345987295,0,0,11.81,12.465
"ea",43.6388,-80.403454,2022-09-24,2023-07-31,212,2023,7,31,2023-07-31,14.4308472222222,0,22.277649261,0,22.8,11.18,1.32783,16.99,4.42915156364305,0,0,11.62,11.99
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,272,2022,9,29,2022-09-29,11.5379722222222,0,12.796626536,0,14.69,4.48,0.84108,9.585,1.95512040330018,0,0,10.21,4.585
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,273,2022,9,30,2022-09-30,11.483825,0,15.7355044974,0,18.51,1.36,0.67373,9.935,2.53772732330598,0,0,17.15,4.935
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,274,2022,10,1,2022-10-01,11.4297555555556,0,14.0714920976,0,18.14,4.67,0.85213,11.405,2.34176588335115,0,0,13.47,6.405
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,275,2022,10,2,2022-10-02,11.3757722222222,0,13.598370599,0,13.83,1.57,0.6841,7.7,1.92880369358744,0,0,12.26,2.7
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,276,2022,10,3,2022-10-03,11.3218833333333,0,15.0428429346,0,15.95,-0.5,0.58901,7.725,2.21123752485581,0,0,16.45,2.725
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,277,2022,10,4,2022-10-04,11.2681,0,15.2959048812,0,18.67,-1.01,0.56739,8.83,2.49482440740901,0,0,19.68,3.83
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,278,2022,10,5,2022-10-05,11.2144277777778,0,14.8819045228,0,22.55,2.33,0.72226,12.44,2.83913017003136,0,0,20.22,7.44
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,279,2022,10,6,2022-10-06,11.1608777777778,1.76,12.875411822,0,22.49,8.16,1.08432,15.325,2.58843535714596,0,0,14.33,10.325
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,280,2022,10,7,2022-10-07,11.1074583333333,1.69,8.801105685,0,12.44,4.74,0.85619,8.59,1.49444139098818,0,0,7.7,3.59
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,281,2022,10,8,2022-10-08,11.0541833333333,0.67,11.9273753832,0,9.7,-1.83,0.53405,3.935,1.489005566071,0,0,11.53,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,282,2022,10,9,2022-10-09,11.0010555555556,0,8.853033452,0,11.66,3.9,0.8071,7.78,1.42126526055879,0,0,7.76,2.78
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,283,2022,10,10,2022-10-10,10.9480916666667,0,11.7600897294,0,11.86,0.19,0.61918,6.025,1.60483131457077,0,0,11.67,1.025
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,284,2022,10,11,2022-10-11,10.8952972222222,0,13.7096396571,0,17.96,-1.08,0.56425,8.44,2.23189141904539,0,0,19.04,3.44
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,285,2022,10,12,2022-10-12,10.8426861111111,1.5,12.3237102924,0,19.5,4.59,0.84732,12.045,2.22075217894995,0,0,14.91,7.045
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,286,2022,10,13,2022-10-13,10.7902694444444,10.69,4.6027404953,0,17.05,11.23,1.33242,14.14,1.46791569899867,0,0,5.82,9.14
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,287,2022,10,14,2022-10-14,10.7380527777778,0,10.7435506608,0,16.99,5.06,0.87554,11.025,1.87504738303656,0,0,11.93,6.025
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,288,2022,10,15,2022-10-15,10.6860527777778,0.64,11.7890671455,0,17.11,2.24,0.71743,9.675,1.97259893079435,0,0,14.87,4.675
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,289,2022,10,16,2022-10-16,10.6342805555556,4.16,7.7631098798,0,13.61,1.93,0.7017,7.77,1.6085238612005,0,0,11.68,2.77
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,290,2022,10,17,2022-10-17,10.5827444444444,13.48,2.565892218,0,9.67,6.54,0.97027,8.105,0.83400701578641,0,0,3.13,3.105
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,291,2022,10,18,2022-10-18,10.5314611111111,0.38,8.361769493,0,11.19,2.51,0.73156,6.85,1.30659243993389,0,0,8.68,1.85
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,292,2022,10,19,2022-10-19,10.4804416666667,1.74,9.1513120545,0,9.93,-0.2,0.60191,4.865,1.28317557702373,0,0,10.13,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,293,2022,10,20,2022-10-20,10.4296972222222,0.42,6.0814730127,0,8.45,2.17,0.71416,5.31,1.01855061576717,0,0,6.28,0.31
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,294,2022,10,21,2022-10-21,10.3792416666667,0,10.8516217134,0,14.94,-0.35,0.59536,7.295,1.70642815194427,0,0,15.29,2.295
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,295,2022,10,22,2022-10-22,10.3290888888889,0,10.4559714168,0,21.32,5.31,0.89129,13.315,2.14079885495972,0,0,16.01,8.315
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,296,2022,10,23,2022-10-23,10.2792527777778,0,10.8558777416,0,21.88,2.94,0.75444,12.41,2.23555660910038,0,0,18.94,7.41
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,297,2022,10,24,2022-10-24,10.2297472222222,0,10.4397434732,0,21.64,3.83,0.80335,12.735,2.16686969607554,0,0,17.81,7.735
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,298,2022,10,25,2022-10-25,10.1805861111111,0,8.697071103,0,21.61,8.64,1.11968,15.125,1.97188775664023,0,0,12.97,10.125
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,299,2022,10,26,2022-10-26,10.1317833333333,0,8.13379566,0,23.92,11.41,1.34789,17.665,2.06312853097114,0,0,12.51,12.665
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,300,2022,10,27,2022-10-27,10.0833583333333,0,6.156495264,0,9.28,1.3,0.67079,5.29,1.06111935264176,0,0,7.98,0.29
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,301,2022,10,28,2022-10-28,10.0353222222222,0,8.8135819536,0,9.42,-4.09,0.45113,2.665,1.21046332034901,0,0,13.51,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,302,2022,10,29,2022-10-29,9.98769166666667,0,9.9543327765,0,15.75,-3.79,0.46166,5.98,1.67337813968276,0,0,19.54,0.98
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,303,2022,10,30,2022-10-30,9.94048333333333,0,9.7827477438,0,17.65,-2.37,0.51309,7.64,1.79272427823723,0,0,20.02,2.64
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,304,2022,10,31,2022-10-31,9.89371388888889,2.15,5.5050207072,0,13.82,2.2,0.71537,8.01,1.37100400578832,0,0,11.62,3.01
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,305,2022,11,1,2022-11-01,9.8474,0,5.5863118512,0,16.77,8.16,1.0843,12.465,1.36934973066803,0,0,8.61,7.465
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,306,2022,11,2,2022-11-02,9.80155833333333,0,8.0606447484,0,16.33,2.13,0.71202,9.23,1.55428361046706,0,0,14.2,4.23
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,307,2022,11,3,2022-11-03,9.75620833333333,0,8.779885053,0,17.17,-0.34,0.59583,8.415,1.65671057545987,0,0,17.51,3.415
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,308,2022,11,4,2022-11-04,9.71136388888889,0,8.4839640297,0,21.12,3.63,0.79201,12.375,1.88650335185952,0,0,17.49,7.375
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,309,2022,11,5,2022-11-05,9.66704722222222,3.23,4.0971652901,0,23.33,13.89,1.58618,18.61,1.65551868190352,0,0,9.44,13.61
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,310,2022,11,6,2022-11-06,9.62327222222222,0,4.3342833158,0,20.88,13.63,1.55932,17.255,1.38296445795956,0,0,7.25,12.255
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,311,2022,11,7,2022-11-07,9.58006111111111,0,4.2758495156,0,14,7.25,1.01887,10.625,1.07143038700775,0,0,6.75,5.625
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,312,2022,11,8,2022-11-08,9.53743333333333,0,4.988840628,0,6.48,-1.3,0.55522,2.59,0.817137982811166,0,0,7.78,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,313,2022,11,9,2022-11-09,9.49540555555556,0,8.0020061514,0,10.99,-5.75,0.39786,2.62,1.18893504141417,0,0,16.74,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,314,2022,11,10,2022-11-10,9.45399722222222,0,6.3069128109,0,18.3,6.55,0.9706,12.425,1.46052165066137,0,0,11.75,7.425
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,315,2022,11,11,2022-11-11,9.41323055555555,23.09,3.8347242108,0,17.36,8.39,1.10085,12.875,1.28311544562334,0,0,8.97,7.875
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,316,2022,11,12,2022-11-12,9.37312222222222,1.6,4.373123904,0,13.09,5.67,0.91365,9.38,1.02462487294167,0,0,7.42,4.38
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,317,2022,11,13,2022-11-13,9.33369166666667,0,2.5967076912,0,3.02,-0.96,0.56943,1.03,0.515231641592187,0,0,3.98,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,318,2022,11,14,2022-11-14,9.29496388888889,0,3.7965837702,0,2.63,-3.31,0.47831,-0.34,0.57851709717407,0,0,5.94,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,319,2022,11,15,2022-11-15,9.25695555555555,4.35,3.2491914,0,0.96,-5.93,0.39251,-2.485,0.541809405308011,0,0,6.89,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,320,2022,11,16,2022-11-16,9.21968611111111,3.43,1.4607301887,0,0.54,-2.34,0.51443,-0.9,0.383282874461452,0,0,2.88,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,321,2022,11,17,2022-11-17,9.18318055555556,1.38,3.9377110895,1.38,-1.3,-6.91,0.36405,-4.105,0.429906512761567,0,0,5.61,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,322,2022,11,18,2022-11-18,9.14745277777778,0.85,5.5821049933,2.23,-2.1,-10.6,0.27252,-6.35,0.438853264204373,0,0,8.5,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,323,2022,11,19,2022-11-19,9.11253055555556,1.36,5.2484895489,3.6,0.16,-7.94,0.33602,-3.89,0.516332836367594,0,0,8.1,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,324,2022,11,20,2022-11-20,9.07842777777778,0,4.6052685294,3.6,-2.79,-9.64,0.29426,-6.215,0.392411008493706,0,0,6.85,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,325,2022,11,21,2022-11-21,9.04516944444444,0,7.785720051,3.6,3.72,-13.03,0.22421,-4.655,0.691024977078117,0,0,16.75,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,326,2022,11,22,2022-11-22,9.01277222222222,0,6.01872929,3.6,-0.02,-9.87,0.28891,-4.945,0.514434457286153,0,0,9.85,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,327,2022,11,23,2022-11-23,8.98126111111111,0,5.0613358116,2.94,3.39,-4.43,0.4398,-0.52,0.611774445369766,0,0,7.82,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,328,2022,11,24,2022-11-24,8.95065277777778,3.73,4.1486275625,2.49,3.93,-4.95,0.423,-0.51,0.647802057717461,0,0,8.88,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,329,2022,11,25,2022-11-25,8.92096666666667,2.79,3.5307758712,0.87,5.15,-2.14,0.5219,1.505,0.650976459102474,0,0,7.29,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,330,2022,11,26,2022-11-26,8.892225,0,5.3994657267,0,10.72,-0.07,0.60763,5.325,0.942564785260937,0,0,10.79,0.325
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,331,2022,11,27,2022-11-27,8.86444444444444,2.06,3.35107912,0,9.31,1.15,0.66358,5.23,0.811227844970364,0,0,8.16,0.23
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,332,2022,11,28,2022-11-28,8.83764722222222,0,2.1955897253,0,2.74,-0.7,0.58047,1.02,0.42784617120527,0,0,3.44,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,333,2022,11,29,2022-11-29,8.81184722222222,0,2.407749135,0,1.62,-2.03,0.52614,-0.205,0.40964831576753,0,0,3.65,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,334,2022,11,30,2022-11-30,8.78706666666667,21.26,3.6701117088,0,7,-1.7,0.5391,2.65,0.731001876551398,0,0,8.7,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,335,2022,12,1,2022-12-01,8.763325,0,2.9229194205,0,1.58,-2.93,0.49208,-0.675,0.438409133947222,0,0,4.51,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,336,2022,12,2,2022-12-02,8.74063333333333,0.71,5.3675180424,0,4.8,-5.31,0.41158,-0.255,0.669100903033881,0,0,10.11,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,337,2022,12,3,2022-12-03,8.71901388888889,3.57,3.730203398,0,9.01,-0.04,0.609,4.485,0.800220765021705,0,0,9.05,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,338,2022,12,4,2022-12-04,8.69848055555556,0,4.5972861493,0,1.53,-6.04,0.38931,-2.255,0.508196396769133,0,0,7.57,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,339,2022,12,5,2022-12-05,8.67905,0,4.0121165178,0,5.38,-1.06,0.56513,2.16,0.599277060426337,0,0,6.44,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,340,2022,12,6,2022-12-06,8.66073611111111,2.74,1.5399135235,0,4.88,1.86,0.69822,3.37,0.433503282731997,0,0,3.02,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,341,2022,12,7,2022-12-07,8.64355277777778,4.51,1.3283757651,0,4.86,2.31,0.72118,3.585,0.400871509605883,0,0,2.55,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,342,2022,12,8,2022-12-08,8.62751666666667,0,3.1723723884,0,3.27,-1.52,0.54657,0.875,0.478109233497833,0,0,4.79,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,343,2022,12,9,2022-12-09,8.61263611111111,0,4.0673001782,0,-0.67,-6.85,0.36565,-3.76,0.406957732829042,0,0,6.18,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,344,2022,12,10,2022-12-10,8.59892777777778,0,4.6363010878,0,-3.78,-11.09,0.26224,-7.435,0.325778558859433,0,0,7.31,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,345,2022,12,11,2022-12-11,8.58639722222222,4.82,2.3566569272,4.82,-4.79,-8.68,0.31727,-6.735,0.253014609715758,0,0,3.89,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,346,2022,12,12,2022-12-12,8.57506111111111,0,4.95467031,4.82,-3,-9.88,0.28855,-6.44,0.344616483290074,0,0,6.88,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,347,2022,12,13,2022-12-13,8.56492222222222,0,6.0054836444,4.82,-1.91,-12.13,0.24107,-7.02,0.397714913647398,0,0,10.22,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,348,2022,12,14,2022-12-14,8.55599444444445,0,5.7857687872,4.82,-0.63,-10.28,0.27971,-5.455,0.441740662912023,0,0,9.65,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,349,2022,12,15,2022-12-15,8.54828055555556,7.5,4.1153816113,12.32,2.81,-6.04,0.38927,-1.615,0.553736761386597,0,0,8.85,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,350,2022,12,16,2022-12-16,8.54179166666667,12.55,0.722020566,10.11,0.17,-0.75,0.57819,-0.29,0.192897877088013,0,0,0.92,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,351,2022,12,17,2022-12-17,8.53652777777778,2.34,1.33313247,8.3,0.54,-1.67,0.54044,-0.565,0.293971768661021,0,0,2.21,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,352,2022,12,18,2022-12-18,8.5325,0,4.68987156,8.3,-0.29,-6.99,0.36186,-3.64,0.420215894997073,0,0,6.7,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,353,2022,12,19,2022-12-19,8.52970555555556,0,5.1452548664,8.3,-0.67,-8.37,0.3249,-4.52,0.422291131011824,0,0,7.7,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,354,2022,12,20,2022-12-20,8.52815,0,4.941380673,8.3,-2.68,-9.86,0.28914,-6.27,0.353981050207394,0,0,7.18,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,355,2022,12,21,2022-12-21,8.52783611111111,0,5.8167687887,8.3,0.11,-9.52,0.29703,-4.705,0.465640165040036,0,0,9.63,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,356,2022,12,22,2022-12-22,8.52876111111111,18.43,4.8551507802,26.72,0.33,-12.98,0.22517,-6.325,0.479888282135417,0,0,13.31,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,357,2022,12,23,2022-12-23,8.53092222222222,14.11,4.513028474,40.83,3.13,-7.08,0.35923,-1.975,0.580022542736752,0,0,10.21,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,358,2022,12,24,2022-12-24,8.534325,0,3.3267481596,40.83,-6.99,-11.07,0.26265,-9.03,0.203390582350396,0,0,4.08,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,359,2022,12,25,2022-12-25,8.53896111111111,1.28,3.4653495098,42.11,-4.63,-8.86,0.31268,-6.745,0.261375997272384,0,0,4.23,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,360,2022,12,26,2022-12-26,8.544825,1.27,5.7105407268,43.38,-3.69,-12.02,0.24334,-7.855,0.330462362276842,0,0,8.33,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,361,2022,12,27,2022-12-27,8.55191666666667,5.28,3.708589974,48.67,-3.47,-9.93,0.28747,-6.7,0.325397151775278,0,0,6.46,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,362,2022,12,28,2022-12-28,8.56022777777778,6.1,3.5368464314,48.53,0.48,-5.67,0.40035,-2.595,0.435812380165156,0,0,6.15,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,363,2022,12,29,2022-12-29,8.56975277777778,0,6.1958284213,47.65,6.71,-3.9,0.45761,1.405,0.724718364837634,0,0,10.61,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,364,2022,12,30,2022-12-30,8.58048055555556,8.27,3.6057581829,43.79,9.93,3.18,0.76744,6.555,0.734985587266364,0,0,6.75,1.555
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,365,2022,12,31,2022-12-31,8.59240555555556,19.94,2.1754939778,40.14,6.28,2.7,0.74133,4.49,0.491304722237457,0,0,3.58,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,1,2023,1,1,2023-01-01,8.605575,0.51,2.0050301304,0,3.32,0.61,0.63811,1.965,0.380241454542109,0,0,2.71,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,2,2023,1,2,2023-01-02,8.61986666666667,0,3.6145514496,0,5.25,0.03,0.61187,2.64,0.547633315325078,0,0,5.22,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,3,2023,1,3,2023-01-03,8.63532222222222,0.33,2.9601193752,0,3.24,-0.84,0.57459,1.2,0.451719776965194,0,0,4.08,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,4,2023,1,4,2023-01-04,8.65192777777778,11.22,1.4570538532,0,2.45,-0.1,0.60632,1.175,0.358066604198744,0,0,2.55,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,5,2023,1,5,2023-01-05,8.66967222222222,1.06,1.5833248986,0,-0.79,-2.77,0.49821,-1.78,0.267514383903751,0,0,1.98,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,6,2023,1,6,2023-01-06,8.68854166666667,2.07,2.2705244625,0,1.54,-2.49,0.50862,-0.475,0.414600798934896,0,0,4.03,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,7,2023,1,7,2023-01-07,8.70851944444444,0,3.3303816741,0,-4.7,-9.03,0.30861,-6.865,0.272540028275537,0,0,4.33,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,8,2023,1,8,2023-01-08,8.72959444444444,0,5.9314451596,0,-3.61,-13.85,0.20962,-8.73,0.349379496751936,0,0,10.24,0
"oa",45.3744,-75.726004,2022-09-29,2023-07-24,9,2023,1,9,2023-01-09,8.75174722222222,0.85,5.4345199621,0.85,-0.18,-7.18,0.35649,-3.68,0.452068580779628,0,0,7,0
